"Reviewed","Exported","Document type","Date added","Date issued","Vendor","Currency","Total","Tax","GST","HST","PST","QST","Other","Sales Tax","Tip","Type","Tax category","Classification","Sub-classification","Description","Pay method","Pay account","Card type","Card number","Comment"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/9/2019","Fas as Westpark","CAD","43.01","2.50","2.50","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,45.317lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/6/2019","Run'n On Empty 50Ave","CAD","77.00","3.67","3.67","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5, 78.647 lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/13/2019","Run'n On Empty 50Ave","CAD","53.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","3265","L-3,54.692lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/2/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","118.70","5.65","5.65","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-22,125.102lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/1/2019","SHELL CANADA PRODUCTS","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-8,43.060 lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/15/2019","Fas as Westpark","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","Business","","Fuel","","","","","","",""
"Yes","No","Receipt","8/14/2025 2:12 PM","12/14/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","34.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","","L-22,36.995 lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/23/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","102.01","4.86","4.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","3265","L-23,108.632 lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/2/2019","PETRO-CANADA","CAD","45.55","2.17","2.17","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","vehicle supplies","","","Cash","","","","L-8, windhield wiper usb cable and car charger "
"Yes","No","Receipt","8/14/2025 2:12 PM","11/2/2019","PETRO-CANADA","CAD","83.00","3.95","3.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-8, 78.374"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/13/2019","PETROCANADA","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","unknown, 42.498"
"No","No","Receipt","8/14/2025 2:12 PM","11/3/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","179.00","8.52","8.52","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L11,161.407lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/29/2019","Run'n On Empty 50Ave","CAD","83.00","3.95","3.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,83.085 lt"
"Yes","No","Receipt","8/14/2025 2:12 PM","11/3/2019","Fas Gas Red Deer","CAD","10.48","10.48","10.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","interac","","","3265","L-11,198.38 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/9/2019","Run', On Empty 5OAve","CAD","37.00","1.75","1.75","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Fuel","","","interac","","","3265","L3,38.18 lt"
"No","No","Receipt","8/14/2025 2:11 PM","12/30/2019","Fas Gas Red Deer","CAD","27.04","1.29","1.29","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-8,30.077 lt"
"Yes","No","Receipt","8/14/2025 2:11 PM","12/20/2019","Fas Gas Red Deer","CAD","33.99","1.62","1.62","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","unknown,36.996lt "
"Yes","No","Receipt","8/14/2025 2:11 PM","12/30/2019","Run'n On Empty 50Ave","CAD","31.00","1.48","1.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-6,34.487 lt"
"Yes","No","Receipt","8/14/2025 2:11 PM","12/21/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","113.00","5.38","5.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","3265","L-10,122.957 lt"
"Yes","No","Receipt","8/14/2025 2:09 PM","12/5/2019","Run'n On Empty 50Ave","CAD","81.00","3.86","3.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","3265","L-5,82.742 lt"
"Yes","No","Receipt","8/14/2025 2:09 PM","12/14/2019","Fas Gas Red Deer","CAD","5.76","0.27","0.27","0.00","0.00","0.00","0.00","","0.00","","","Oil","","","Debit","","","3265","L-22, motor oil"
"No","No","Receipt","8/14/2025 2:09 PM","12/16/2019","Run'n On Empty 50Ave","CAD","47.50","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","3265","L-3,51.682 lt"
"Yes","No","Receipt","8/14/2025 2:09 PM","12/18/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","MASTERCARD","0853","L-4,43.525lt"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/30/2019","Fas Gas Red Deer","CAD","128.25","6.11","6.11","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-22,142.675 lt"
"No","No","Receipt","8/14/2025 2:10 PM","12/7/2019","Fas Gas Westpark","CAD","121.00","5.76","5.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","MASTERCARD","0853","L-10,128.862lt"
"No","No","Receipt","8/14/2025 2:10 PM","12/14/2019","central alberta coop timberlands gas bar","CAD","10.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,10.882lt"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/21/2019","Fas Gas Red Deer","CAD","36.30","1.73","1.73","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,39.447 lt"
"No","No","Receipt","8/14/2025 2:10 PM","12/1/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","79.00","3.76","3.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","3265","L-8,84.137lt"
"No","No","Receipt","8/14/2025 2:10 PM","12/27/2019","Run'n On Empty 50Ave","CAD","71.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","3265","L-6,77.262lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","12/6/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","52.00","2.48","2.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","3265","L24,55.377 Lt"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/21/2019","victoria esso","CAD","34.63","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","food out of town","","","Cash","","","3265","L-10,"
"No","No","Receipt","8/14/2025 2:10 PM","12/20/2019","Fas Gas Ross Street","CAD","43.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-19,46.793lt"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/7/2019","Fas Gas west park","CAD","39.00","1.86","1.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","MASTERCARD","0853","L-3,41.529lt"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/11/2019","Red Deer Taylor","CAD","150.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","VISA","6921","unknown,unknown"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/6/2019","Run'n On Empty 50Ave","CAD","155.18","7.39","7.39","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","unknown, 158.507lt"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/21/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","89.00","4.27","4.27","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","","L-6,76.531lt"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/10/2019","Run'n On Empty 50Ave","CAD","76.02","3.62","3.62","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,80.955 lt"
"No","No","Receipt","8/14/2025 2:11 PM","11/24/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,31.948lt "
"No","No","Receipt","8/14/2025 2:11 PM","12/6/2019","Fas Gas Red Deer","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,31.984"
"Yes","No","Receipt","8/14/2025 2:11 PM","12/6/2019","Run'n On Empty 50Ave","CAD","54.00","2.57","2.57","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","","L-5,55.160"
"No","No","Receipt","8/14/2025 2:11 PM","12/20/2019","Fas Gas west park","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,54.409lt"
"Yes","No","Receipt","8/14/2025 2:10 PM","12/30/2019","Run'n On Empty 50Ave","CAD","14.87","0.71","0.71","0.00","0.00","0.00","0.00","","0.00","","Deductible","Fuel","","","Cash","","","3265","L20,16.537lt"
"Yes","No","Receipt","8/26/2025 6:41 PM","3/25/2017","Liquor Barn","CAD","4.48","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","","ice"
"Yes","No","Receipt","8/14/2025 2:13 PM","12/30/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","131.00","6.24","6.24","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","3265","L10,145.712 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/18/2019","7 eleven store 37826","CAD","143.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Fuel","","","","","","3265","unknown, 150.689 lt"
"Yes","No","Receipt","8/26/2025 1:32 PM","11/8/2019","Plenty of Liquor","CAD","365.01","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","","365.01 added to store balance "
"Yes","No","Receipt","8/26/2025 1:33 PM","12/29/2019","SUPER CLEAN","CAD","5.70","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","Wash","","Cash","","","","L-6 car wash"
"Yes","No","Receipt","8/26/2025 1:33 PM","12/23/2019","The City of Red Deer","CAD","35.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Employment requirement","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 1:33 PM","12/23/2019","THE CITY OF RED","CAD","35.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Employment requirement","","Card","","","3265",""
"Yes","No","Receipt","8/26/2025 1:33 PM","12/6/2019","CAM CLARK FORD RED DEER","CAD","98.71","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","Deductible","Vehicle M/R","","","Card","","","3265",""
"Yes","No","Receipt","8/26/2025 1:33 PM","12/20/2019","Tokyo express","CAD","11.74","0.56","0.56","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Meal reinbursement","Dave Mundy","","Cash","","","","Dave mundy out of town meal"
"Yes","No","Receipt","8/26/2025 1:33 PM","12/2/2019","NORTHLAND RADIATOR","CAD","88.03","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Vehicle M/R","","","Debit","","","3265",""
"Yes","No","Receipt","8/26/2025 1:33 PM","11/8/2019","NATIONAL MONEY MART","CAD","486.97","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Quest Signs and decals inc","","","Check","","","","check # 30, for $486.00 check to pay Quest signs and decals inc"
"Yes","No","Receipt","8/26/2025 1:33 PM","11/9/2019","canadian tire","CAD","79.76","3.80","3.80","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Vehicle M/R","Tools","","Debit","","","3265","screwdriver ratchet extensions and cutter"
"No","No","Receipt","8/26/2025 1:33 PM","11/13/2019","MR SUDS INC","CAD","6.30","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","Wash","","Card","","","3265","car wash"
"Yes","No","Receipt","8/26/2025 1:33 PM","11/21/2019","STAPLES Canada","CAD","18.89","0.90","0.90","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Office Supplies","Taxes","","Debit","","","3588","Lexar usb drive"
"Yes","No","Receipt","8/26/2025 1:33 PM","11/9/2019","RCMP","CAD","50.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Employment requirement","","","","","","paul fingerprint rcmp"
"Yes","No","Receipt","8/26/2025 6:19 PM","12/6/2019","WHOLESALE CLUB","CAD","100.59","3.62","0.00","3.62","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","3265","POP"
"Yes","No","Receipt","8/26/2025 6:41 PM","6/22/2019","Liquorstore","CAD","18.30","0.72","0.72","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","","L-20 Jose"
"Yes","No","Receipt","8/26/2025 6:41 PM","6/22/2019","Sobeys Village Mall","CAD","131.13","1.42","1.42","0.00","0.00","0.00","0.00","","0.00","Personal","Deductible","Food","","","Debit","","","","NO ACTUAL DATE ON RECEIPT"
"Yes","No","Receipt","8/26/2025 6:41 PM","2/18/2017","Last Chance Liquor store","CAD","66.05","3.15","3.15","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Debit","","","0178",""
"Yes","No","Receipt","8/26/2025 6:41 PM","2/19/2017","Liquor Barn","CAD","35.90","1.60","1.60","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 6:41 PM","2/10/2017","Liquor Barn","CAD","120.78","5.56","5.56","0.00","0.00","0.00","0.00","","0.00","","Deductible","Business expense","Client Beverage","","Debit","","","8508",""
"Yes","No","Receipt","8/26/2025 6:41 PM","8/24/2019","sobeys liquor","CAD","19.14","0.90","0.90","0.00","0.00","0.00","0.00","","0.00","","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 6:41 PM","7/12/2019","ACE Liquor Acadia","CAD","7.55","0.19","0.19","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","","POP,ICE"
"Yes","No","Receipt","8/26/2025 6:41 PM","3/16/2019","CURVY BOTTLE LIQUOR STORE","CAD","33.99","1.55","1.55","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 1:32 PM","11/24/2019","CURVY BOTTLE LIQUOR STORE","CAD","112.95","5.12","5.12","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 1:32 PM","11/6/2019","Plenty of Liquor","CAD","186.43","8.50","8.50","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 1:32 PM","11/1/2019","tdcanadatrust","CAD","3.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Banking service fee","atm withdrawl","","interac","","","","withdraw 1000 dollars "
"Yes","No","Receipt","8/26/2025 1:32 PM","11/23/2019","SUPER CLEAN Car Wash","CAD","6.65","0.64","0.32","0.00","0.00","0.32","0.00","","0.00","","Deductible","Vehicle M/R","Wash","","Cash","","","","L-5 Car Wash"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/1/2019","esso express nisku","CAD","58.00","2.76","2.76","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Fuel","","","","","","3265","unknown,65.245 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/1/2019","esso express gas alley","CAD","43.50","2.07","2.07","0.00","0.00","0.00","0.00","","0.00","","Deductible","Fuel","","","","","","3265","unknown,41.072 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/6/2019","SHELL CANADA PRODUCTS","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","unknown,unknown"
"No","No","Receipt","8/14/2025 2:13 PM","11/29/2019","Run'n, On Empty 5OAve","CAD","185.57","8.84","8.84","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Fuel","","","interac","","","3265","L-11,158.75lt"
"No","No","Receipt","8/14/2025 2:13 PM","12/17/2019","Run'n On Empty 50Ave","CAD","27.00","1.79","1.79","0.00","0.00","0.00","0.00","","0.00","Business","","Fuel","","","Card","","MASTERCARD","","L3,29.39lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/22/2019","Run'n On Empty 50Ave","CAD","76.43","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","interac","","","","L5,61.92 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/21/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","96.00","4.57","4.57","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Fuel","","","Debit","","","","L-5, 102.24 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/7/2019","7 eleven store 37826","CAD","116.00","5.52","5.52","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Fuel","","","","","","","unknown, 119.72 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/30/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","64.00","3.05","3.05","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Fuel","","","","","","","unknown, 68.1 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/5/2019","Run'n On Empty 50Ave","CAD","56.49","2.69","2.69","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Fuel","","","Debit","","","3265","L-3, 57.7 lt"
"Yes","No","Receipt","8/14/2025 2:13 PM","11/23/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","80.00","3.81","0.00","0.00","0.00","0.00","3.81","","0.00","","","Fuel","","","","","","3265","L-10,85.195"
"Yes","No","Receipt","8/26/2025 1:10 PM","11/7/2019","LACOMBE AB","CAD","17.53","0.00","0.00","0.00","0.00","0.00","0.00","","3.00","","","Meal reinbursement","","","Card","","","3265","DRIVER OUT OF TOWN MEAL"
"Yes","No","Receipt","8/26/2025 1:32 PM","11/10/2019","canadian tire","CAD","87.38","4.16","4.16","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","PARTS","","Debit","","","3265","VEHICLE PARTS"
"Yes","No","Receipt","8/26/2025 1:32 PM","11/8/2019","subway","CAD","14.57","0.69","0.69","0.00","0.00","0.00","0.00","","0.00","","Deductible","food out of town","","","Card","","","3265","DRIVER REIMBURSEMENT OUT OF TOWN MEAL"
"Yes","No","Receipt","8/26/2025 1:32 PM","12/20/2019","DOLLARAMA","CAD","16.40","0.78","0.78","0.00","0.00","0.00","0.00","","0.00","","Deductible","Vehicle M/R","Wash","","Card","","","3265","CLEANING SUPPLIES"
"Yes","No","Receipt","8/26/2025 1:32 PM","11/8/2019","EDMONTON AIRPORT AUTHORITY","CAD","6.25","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Parking","Airport parking","","Card","","","6817",""
"Yes","No","Receipt","8/26/2025 1:32 PM","12/25/2019","CALGARY AIRPORT AUTHOR","CAD","10.50","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Parking","Airport parking","","Card","","","3265",""
"Yes","No","Receipt","8/26/2025 1:32 PM","11/15/2019","CALGARY AIRPORT AUTHOR","CAD","5.25","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Parking","Airport parking","","Card","","","",""
"Yes","No","Receipt","8/26/2025 1:32 PM","11/17/2019","CALGARY AIRPORT AUTHOR","CAD","15.75","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Parking","Airport parking","","Card","","","","L-20"
"Yes","No","Receipt","8/26/2025 1:32 PM","12/19/2019","STAPLES","CAD","20.98","1.00","1.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Office Supplies","","","Debit","","","3265","Printer supplies"
"Yes","No","Receipt","8/26/2025 1:32 PM","11/18/2019","CALGARY AIRPORT AUTHOR","CAD","15.75","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Parking","Airport parking","","Card","","","","L-20"
"Yes","No","Receipt","8/26/2025 1:32 PM","12/21/2019","Phu Quy Restaurant","CAD","10.71","0.51","0.51","0.00","0.00","0.00","0.00","","0.00","","","Meal reinbursement","","","Cash","","","","DRIVER OUT OF TOWN MEAL"
"Yes","No","Receipt","8/26/2025 1:10 PM","11/30/2019","Plenty of Liquor","CAD","72.87","1.20","1.20","0.00","0.00","0.00","0.00","","0.00","Business","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","2/1/2019","Plenty of Liquor","CAD","25.24","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","3255",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/26/2019","Plenty of Liquor","CAD","57.79","2.71","2.71","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/26/2019","Plenty of Liquor","CAD","147.31","6.87","6.87","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/28/2025 12:11 PM","9/9/2019","Run'n On Empty 50Ave","CAD","31.00","1.48","1.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","l-5,31.662"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/6/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","88.00","4.19","4.19","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L24,89.89 LT"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/6/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-10,102.145 LT"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/6/2019","Fas Gas Red Deer","CAD","6.00","1.00","1.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-22,6.125 LT"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/6/2019","Fas Gas Red Deer","CAD","70.00","3.33","3.33","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-8,71.502 LT "
"Yes","No","Receipt","8/28/2025 12:11 PM","9/6/2019","Fas Gas Red Deer","CAD","123.00","5.86","5.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-23,125.635 LT"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/6/2019","Fas Gas Red Deer","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,51.072 LT"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/6/2019","Fas Gas Red Deer","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","l-20,40.86 lt"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/11/2019","Run'n On Empty 50Ave","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","l-3,40.042 lt"
"No","No","Receipt","8/28/2025 12:11 PM","9/11/2019","Run'n On Empty 50Ave","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","Wash","","Debit","","","3265","L-20,30.027 lt"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/15/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","20.00","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,20.429 lt"
"No","No","Receipt","8/28/2025 12:11 PM","9/13/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","97.02","4.62","4.62","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-23,99.097 lt"
"Yes","No","Receipt","8/28/2025 12:11 PM","7/17/2019","PETRO-CANADA","CAD","10.00","0.48","0.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,9.099"
"Yes","No","Receipt","8/28/2025 12:12 PM","7/20/2019","Run'n On Empty 50Ave","CAD","134.11","5.48","5.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-10,104.64 lt"
"No","No","Receipt","8/28/2025 12:12 PM","7/31/2019","Run'n On Empty 50Ave","CAD","42.51","2.02","2.02","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","","L-20,39.765 lt"
"No","No","Receipt","8/28/2025 12:12 PM","7/19/2019","Run'n On Empty 50Ave","CAD","40.01","1.00","1.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,36.401"
"No","No","Receipt","8/28/2025 12:12 PM","7/19/2019","Run'n On Empty 50Ave","CAD","44.00","2.10","2.10","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,40.037 lt"
"No","No","Receipt","8/28/2025 12:12 PM","7/26/2019","Run'n On Empty 50Ave","CAD","93.71","4.46","4.46","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","8/28/2025 12:12 PM","7/12/2019","Fas Gas Red Deer","CAD","84.00","4.00","4.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","8/28/2025 12:12 PM","7/17/2019","Run'n On Empty 50Ave","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,54.595 lt"
"No","No","Receipt","8/28/2025 12:12 PM","7/29/2019","Run'n On Empty 50Ave","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,38.495 lt"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/20/2019","Run'n On Empty 50Ave","CAD","47.00","2.24","2.24","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","Wash","","Cash","","","","L-3, 47.047 LT"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/25/2019","Run'n On Empty 50Ave","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,38.495"
"No","No","Receipt","8/28/2025 12:11 PM","7/12/2019","Fas Gas Red Deer","CAD","85.51","4.07","4.07","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-10,77.81"
"No","No","Receipt","8/28/2025 12:11 PM","9/27/2019","Run'n On Empty 50Ave","CAD","98.00","4.67","4.67","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
